Date,AUD_CURNCY,CAD_CURNCY,CHF_CURNCY,EUR_CURNCY,GBP_CURNCY,JPY_CURNCY,NZD_CURNCY,SEK_CURNCY,AUD_CURNCY3M,CAD_CURNCY3M,CHF_CURNCY3M,EUR_CURNCY3M,GBP_CURNCY3M,JPY_CURNCY3M,NZD_CURNCY3M,SEK_CURNCY3M,AUD_IR,CAD_IR,CHF_IR,EUR_IR,GBP_IR,JPY_IR,NZD_IR,SEK_IR,USD_IR
2010-01-05,0.9119,0.9625,0.9674,1.4365,1.5992,0.010905,0.7346,0.141377,0.9032870000000001,0.962497,0.966806,1.4362130000000002,1.598315,0.010461999999999999,0.7298530000000001,0.138314,0.0412,0.44286,0.25167,0.699,0.61188,0.26875,0.028050000000000002,0.48,0.2525
2010-01-06,0.9198,0.9687,0.9732,1.4408,1.6019,0.010832,0.7378,0.140252,0.9110929999999999,0.96871,0.972626,1.440474,1.600962,0.010419,0.732977,0.13719399999999998,0.041299999999999996,0.44286,0.25167,0.694,0.61188,0.26875,0.0278,0.48,0.25
2010-01-07,0.9174,0.9665,0.9669,1.4308,1.5933,0.010713,0.7319,0.14132,0.908525,0.9665050000000001,0.966321,1.430455,1.5923559999999999,0.010277,0.727116,0.138296,0.041217,0.44286,0.25167,0.692,0.61188,0.2675,0.02785,0.48,0.24938
2010-01-08,0.9248,0.9682,0.9769,1.4409,1.6023,0.01079,0.7366,0.142326,0.91594,0.9682329999999999,0.97634,1.440546,1.601358,0.010346999999999999,0.7318600000000001,0.139775,0.041417,0.44286,0.25,0.691,0.6125,0.265,0.02785,0.48,0.25125
2010-01-11,0.9296,0.9676,0.9838,1.4513,1.6115,0.010859,0.7414,0.141703,0.92069,0.967626,0.98324,1.45098,1.61056,0.010418,0.7366389999999999,0.139204,0.041483,0.44143,0.24833,0.689,0.6125,0.265,0.0278,0.48,0.25125
2010-01-12,0.92,0.9626,0.9817,1.4486,1.6164,0.010991,0.7385,0.142436,0.911205,0.962623,0.981145,1.4482840000000001,1.615453,0.010537000000000001,0.733757,0.14036800000000002,0.041833,0.44143,0.25,0.685,0.61,0.26375,0.02795,0.483,0.25125
2010-01-13,0.9242,0.9699,0.9822,1.451,1.628,0.010944,0.7405,0.142665,0.91537,0.969925,0.981652,1.4507,1.6270449999999999,0.010493,0.7357520000000001,0.140921,0.042267,0.44214,0.25,0.684,0.61,0.26375,0.0279,0.483,0.25125
2010-01-14,0.9318,0.9771,0.9816,1.4499,1.6335,0.010965,0.7426,0.14154,0.922743,0.9771299999999999,0.9810490000000001,1.44957,1.632545,0.010554000000000001,0.737844,0.139941,0.042233,0.44286,0.24833,0.682,0.61,0.2625,0.02785,0.48,0.25125
2010-01-15,0.9228,0.9717,0.9753,1.4387,1.6264,0.011015,0.7379,0.14229,0.913825,0.971745,0.9747549999999999,1.4383620000000001,1.625432,0.010596000000000001,0.733209,0.140563,0.042683,0.44286,0.25,0.68,0.61,0.26063,0.0278,0.478,0.25125
2010-01-18,0.9263,0.9746,0.9756,1.4384,1.6343,0.011016,0.7389,0.141655,0.917284,0.9746400000000001,0.975049,1.4380719999999998,1.633305,0.010598999999999999,0.73416,0.13977,0.042217000000000005,0.44286,0.25,0.677,0.61125,0.25938,0.0278,0.478,0.24875
2010-01-19,0.9232,0.9696,0.9683,1.4288,1.6362,0.010972,0.7354,0.138931,0.914209,0.969635,0.967762,1.428455,1.6351250000000002,0.010572000000000002,0.7306990000000001,0.136882,0.041582999999999995,0.44286,0.25,0.675,0.61375,0.25813,0.0278,0.483,0.249
2010-01-20,0.9101,0.9557,0.9578,1.4106,1.6292,0.010959,0.7217,0.137992,0.90123,0.955744,0.957283,1.4102430000000001,1.62815,0.010584,0.717113,0.136012,0.041666999999999996,0.44286,0.25,0.674,0.61563,0.25625,0.02775,0.48,0.24888
2010-01-21,0.8998,0.9502,0.9589,1.4084,1.6195,0.011057,0.7101,0.138115,0.8908,0.9502670000000001,0.95839,1.408018,1.618445,0.010664000000000002,0.705625,0.136341,0.04190000000000001,0.44143,0.25,0.672,0.61688,0.25563,0.02775,0.48,0.24888
2010-01-22,0.9007,0.9463,0.9603,1.4139,1.6113,0.011132,0.7097,0.138309,0.8919299999999999,0.946349,0.959762,1.413565,1.610245,0.010726,0.705195,0.136506,0.042233,0.44071,0.25,0.67,0.61438,0.25438,0.02775,0.48,0.24906
2010-01-25,0.9042,0.9455,0.962,1.4151,1.6245,0.011077,0.7139,0.137414,0.895435,0.945571,0.961461,1.4147830000000001,1.623436,0.010676,0.709365,0.13561,0.042300000000000004,0.44,0.25,0.669,0.61563,0.25375,0.02775,0.48,0.24875
2010-01-27,0.8954,0.9396,0.9523,1.4024,1.6169,0.011113,0.7065,0.136216,0.886555,0.93971,0.951704,1.4020700000000001,1.61585,0.010758,0.70203,0.134742,0.0426,0.44,0.25,0.667,0.61563,0.25375,0.02775,0.48,0.24875
2010-01-28,0.8946,0.9378,0.9504,1.3971,1.6137,0.011121,0.7049,0.135359,0.88577,0.937966,0.949846,1.396765,1.6126429999999998,0.010763,0.700463,0.134302,0.043017,0.44,0.25,0.665,0.61563,0.25313,0.02785,0.48,0.24875
2010-01-29,0.8838,0.9343,0.9429,1.3863,1.5986,0.011078,0.701,0.13777,0.875227,0.93442,0.942333,1.385972,1.59756,0.010712999999999999,0.6965819999999999,0.136744,0.0438,0.44,0.25,0.665,0.61563,0.25313,0.02765,0.478,0.24875
2010-02-01,0.8914,0.9428,0.9467,1.3931,1.5958,0.011036,0.7084,0.138329,0.88286,0.942917,0.9461269999999999,1.392785,1.5947660000000001,0.010672000000000001,0.703974,0.137405,0.042133000000000004,0.44,0.25,0.665,0.61625,0.255,0.02765,0.48,0.24906
2010-02-02,0.8864,0.9461,0.948,1.3964,1.5973,0.011064,0.7122,0.137677,0.878219,0.946218,0.94744,1.3960560000000002,1.596293,0.010705,0.707748,0.13675299999999999,0.042800000000000005,0.44,0.25,0.665,0.61563,0.25375,0.027450000000000002,0.478,0.24906
2010-02-03,0.883,0.9411,0.9438,1.3893,1.5892,0.010992,0.7025,0.134423,0.87485,0.9411900000000001,0.943241,1.3889529999999999,1.588241,0.010617,0.698043,0.13355199999999998,0.04105,0.44,0.25,0.665,0.61563,0.25313,0.02775,0.48,0.25031
2010-02-04,0.8646,0.9308,0.9372,1.3723,1.5754,0.011228,0.6873,0.134309,0.856423,0.930924,0.936625,1.371995,1.574385,0.010875000000000001,0.682995,0.133135,0.041217,0.44,0.25,0.665,0.61563,0.255,0.02775,0.48,0.24906
2010-02-05,0.8684,0.9336,0.9323,1.3678,1.5641,0.011206,0.6895,0.134368,0.860362,0.93368,0.931606,1.3675549999999999,1.563125,0.010786,0.685198,0.13255699999999998,0.04115,0.44,0.25,0.665,0.61563,0.255,0.027450000000000002,0.48,0.24875
2010-02-08,0.8647,0.9295,0.9316,1.3649,1.5586,0.011204,0.683,0.136606,0.856745,0.929572,0.93093,1.36466,1.55764,0.010759000000000001,0.6788010000000001,0.135047,0.041933,0.44,0.25,0.663,0.61969,0.255,0.02765,0.48,0.24969
2010-02-09,0.8787,0.9385,0.94,1.3797,1.5719,0.011149,0.6962,0.136948,0.87061,0.938593,0.9393379999999999,1.379459,1.570902,0.010731,0.691895,0.13561299999999998,0.0415,0.44,0.25,0.661,0.62469,0.25438,0.027549999999999998,0.48,0.25
2010-02-10,0.8755,0.9415,0.9366,1.3737,1.5595,0.011118,0.6928,0.138295,0.8674179999999999,0.941645,0.9359959999999999,1.3734359999999999,1.5584770000000001,0.010697,0.688445,0.136858,0.041833,0.44,0.25,0.661,0.63031,0.25313,0.02725,0.48,0.25
2010-02-11,0.8903,0.9525,0.9342,1.3693,1.5705,0.011141,0.6987,0.13789,0.881819,0.952655,0.93359,1.369045,1.56948,0.010718,0.694321,0.136391,0.041933,0.44,0.24833,0.662,0.63063,0.25438,0.0276,0.48,0.25
2010-02-12,0.8878,0.9521,0.9298,1.3632,1.5701,0.011115,0.6975,0.138059,0.8793850000000001,0.952243,0.929171,1.362958,1.569074,0.010662,0.693124,0.13657699999999998,0.0421,0.44,0.24833,0.662,0.63375,0.255,0.027450000000000002,0.48,0.25
2010-02-15,0.8884,0.953,0.9279,1.3598,1.566,0.01111,0.6965,0.139214,0.88006,0.953135,0.9272849999999999,1.359565,1.56499,0.010682,0.692198,0.137724,0.042267,0.44,0.24833,0.663,0.63563,0.25438,0.027450000000000002,0.48,0.25
2010-02-16,0.9022,0.9588,0.9379,1.377,1.5792,0.011094,0.7072,0.138665,0.893763,0.95895,0.9372459999999999,1.376752,1.5782019999999999,0.010665,0.702841,0.137104,0.0414,0.44,0.24833,0.661,0.63938,0.25438,0.027200000000000002,0.48,0.25
2010-02-17,0.8995,0.9557,0.9273,1.3607,1.5672,0.010958,0.7039,0.138105,0.891085,0.955855,0.926645,1.360415,1.566215,0.010536,0.699507,0.136681,0.0417,0.44,0.24833,0.663,0.64125,0.25438,0.027000000000000003,0.48,0.25
2010-02-18,0.8941,0.955,0.9227,1.3527,1.5529,0.010896,0.6982,0.138582,0.885605,0.9551569999999999,0.921983,1.352475,1.551884,0.010458,0.6938310000000001,0.137168,0.041267,0.44,0.24833,0.662,0.64188,0.25313,0.0268,0.48,0.25063
2010-02-19,0.8988,0.9624,0.9298,1.3613,1.5473,0.010927,0.6995,0.138894,0.8903190000000001,0.9625400000000001,0.929095,1.361087,1.54636,0.010456,0.695163,0.13736299999999999,0.041233000000000006,0.44143,0.24833,0.66,0.64281,0.2525,0.0269,0.48,0.25125
2010-02-22,0.9004,0.9588,0.9292,1.3596,1.5481,0.010972,0.7016,0.137633,0.892006,0.958935,0.928486,1.3593929999999999,1.547135,0.010505,0.697339,0.136071,0.040967,0.44286,0.24833,0.661,0.64438,0.25375,0.027149999999999997,0.48,0.25194
2010-02-23,0.8914,0.9465,0.9225,1.3507,1.5426,0.011085,0.6921,0.138673,0.883026,0.946655,0.921798,1.35048,1.541644,0.010627,0.6877570000000001,0.137338,0.041333,0.44286,0.24833,0.661,0.64438,0.25313,0.0269,0.483,0.25219
2010-02-24,0.8937,0.9491,0.9249,1.3538,1.5408,0.011093,0.6934,0.139164,0.8851260000000001,0.9492550000000001,0.9242060000000001,1.353594,1.539845,0.010633,0.689103,0.137828,0.041717000000000004,0.44143,0.25,0.661,0.64313,0.25313,0.026949999999999998,0.48,0.25194
2010-02-25,0.8883,0.9429,0.9259,1.3548,1.5265,0.011224,0.6918,0.140404,0.8796849999999999,0.943106,0.9252159999999999,1.354528,1.52559,0.010782,0.687488,0.139133,0.041683000000000005,0.44143,0.25,0.659,0.6425,0.25313,0.027200000000000002,0.483,0.25194
2010-02-26,0.8954,0.9512,0.9316,1.3631,1.5238,0.011246,0.6982,0.139322,0.886695,0.9513900000000001,0.930937,1.362919,1.522894,0.010813000000000001,0.693841,0.13815,0.04125,0.44143,0.25,0.658,0.6425,0.25313,0.0271,0.483,0.25194
2010-03-01,0.9009,0.9603,0.9265,1.356,1.4991,0.011219,0.6997,0.13941,0.892132,0.960458,0.925826,1.355792,1.49811,0.010801,0.695346,0.138111,0.0417,0.44357,0.25,0.656,0.6425,0.25313,0.027149999999999997,0.483,0.25169
2010-03-02,0.9035,0.9657,0.9304,1.3615,1.4971,0.011255,0.696,0.139987,0.894497,0.965853,0.929741,1.361294,1.4961200000000001,0.010872,0.691552,0.138806,0.0417,0.44667,0.25,0.655,0.6425,0.25313,0.0268,0.483,0.25169
2010-03-03,0.9059,0.9691,0.9364,1.3697,1.51,0.011305,0.6946,0.139628,0.89673,0.969235,0.935728,1.369487,1.50901,0.010929000000000001,0.6902469999999999,0.13850400000000002,0.042300000000000004,0.44929,0.25,0.655,0.6425,0.25313,0.0269,0.485,0.25194
2010-03-04,0.9001,0.9693,0.9283,1.3581,1.5032,0.011231,0.6866,0.140593,0.89115,0.9694240000000001,0.927629,1.3579160000000001,1.502261,0.010832,0.682329,0.13949799999999998,0.042,0.45429,0.24833,0.655,0.64375,0.2525,0.026949999999999998,0.483,0.25194
2010-03-05,0.9077,0.9719,0.9311,1.3626,1.5137,0.011075,0.6969,0.140712,0.8986999999999999,0.972079,0.9303750000000001,1.362407,1.512801,0.010665,0.6925939999999999,0.139467,0.042083,0.45571,0.24833,0.654,0.64375,0.25063,0.026949999999999998,0.48,0.25219
2010-03-08,0.9092,0.9736,0.9318,1.3634,1.5066,0.011073,0.7009,0.14001,0.900145,0.973719,0.9310459999999999,1.363307,1.505742,0.010602,0.696545,0.138481,0.042199999999999994,0.45786,0.24833,0.653,0.64375,0.25,0.026949999999999998,0.483,0.25363
2010-03-09,0.9141,0.9744,0.9301,1.3602,1.4997,0.011115,0.7029,0.140428,0.904803,0.974477,0.9294370000000001,1.3600700000000001,1.4988000000000001,0.010665,0.698445,0.138856,0.042767,0.45786,0.24833,0.652,0.645,0.25,0.0268,0.485,0.25425
2010-03-10,0.9155,0.9761,0.9347,1.3657,1.4978,0.011046,0.7021,0.140528,0.906079,0.9761949999999999,0.933986,1.3655389999999998,1.49685,0.010596,0.6975669999999999,0.13905299999999998,0.0432,0.46214,0.24833,0.652,0.64313,0.24938,0.026600000000000002,0.488,0.2555
2010-03-11,0.9154,0.9768,0.9361,1.3681,1.5062,0.011049,0.7004,0.141862,0.9061589999999999,0.976885,0.935351,1.367955,1.505267,0.010598,0.69594,0.140404,0.043667,0.46214,0.24833,0.651,0.64313,0.24813,0.027000000000000003,0.493,0.25563
2010-03-12,0.9152,0.9813,0.9454,1.3769,1.5204,0.011043,0.7018,0.140746,0.90597,0.981378,0.944628,1.376813,1.519485,0.010563000000000001,0.697346,0.13917400000000002,0.0447,0.47,0.25,0.65,0.64438,0.24813,0.02705,0.49,0.25703
2010-03-15,0.9146,0.9812,0.9417,1.3677,1.5057,0.011046,0.7015,0.141459,0.905403,0.98125,0.940806,1.3677439999999998,1.50488,0.010495,0.697062,0.139361,0.0443,0.475,0.25,0.649,0.64438,0.24813,0.02705,0.493,0.25719
2010-03-16,0.9185,0.9863,0.9481,1.3766,1.5243,0.011073,0.7099,0.141394,0.909285,0.986377,0.9472360000000001,1.37662,1.523488,0.010563999999999999,0.7053659999999999,0.139173,0.043282999999999995,0.47929,0.25,0.646,0.645,0.24688,0.0269,0.495,0.25763
2010-03-17,0.9237,0.9897,0.9487,1.3738,1.5326,0.011074,0.7141,0.140284,0.914338,0.98973,0.947836,1.373837,1.531768,0.010585,0.709598,0.138047,0.042832999999999996,0.48,0.25,0.646,0.64563,0.24438,0.02685,0.49,0.26088
2010-03-18,0.9207,0.9861,0.9452,1.3608,1.5244,0.011064,0.7146,0.139385,0.911485,0.986121,0.9442900000000001,1.360845,1.52359,0.010523999999999999,0.710142,0.137155,0.04248300000000001,0.48286,0.25,0.644,0.64719,0.24375,0.02675,0.49,0.26638
2010-03-19,0.9154,0.983,0.9422,1.353,1.5013,0.011043,0.7082,0.139046,0.906235,0.98303,0.941276,1.3530309999999999,1.5005300000000001,0.010486,0.7037920000000001,0.13667100000000001,0.0426,0.49071,0.25,0.643,0.64719,0.24188,0.026600000000000002,0.49,0.271
2010-03-22,0.9183,0.9814,0.945,1.3558,1.51,0.011094,0.7064,0.139106,0.909085,0.981433,0.9440799999999999,1.355859,1.509211,0.010555,0.70201,0.136708,0.0424,0.49143,0.24833,0.642,0.64719,0.24125,0.026549999999999997,0.49,0.2775
2010-03-23,0.9188,0.9842,0.946,1.3499,1.5048,0.011062,0.7075,0.137354,0.909535,0.984223,0.945082,1.349957,1.504004,0.010514,0.703044,0.135004,0.042733,0.49357,0.24833,0.639,0.6475,0.2425,0.02645,0.49,0.28188
2010-03-24,0.9074,0.9739,0.9321,1.3315,1.4868,0.010834,0.702,0.137237,0.897995,0.97397,0.931137,1.3315379999999999,1.485966,0.010277,0.697622,0.135085,0.043783,0.5,0.24833,0.637,0.64719,0.24125,0.02645,0.49,0.28353
2010-03-25,0.9074,0.9765,0.9309,1.3273,1.4813,0.010784,0.7036,0.137744,0.89817,0.9765780000000001,0.929981,1.3273329999999999,1.480461,0.010271,0.699262,0.13578300000000001,0.0438,0.50714,0.24833,0.636,0.64719,0.24188,0.026549999999999997,0.493,0.28491
2010-03-26,0.9041,0.9741,0.9388,1.341,1.4898,0.010808,0.704,0.137934,0.8949400000000001,0.97417,0.937925,1.340992,1.488956,0.010298999999999999,0.699668,0.136268,0.043917000000000005,0.51429,0.24667,0.635,0.64719,0.24313,0.02665,0.495,0.28781
2010-03-29,0.9177,0.9793,0.9414,1.3483,1.4988,0.010815,0.7096,0.137514,0.908365,0.979405,0.94058,1.348328,1.4979939999999998,0.010319,0.705286,0.136314,0.044917,0.52357,0.24667,0.636,0.64719,0.2425,0.02665,0.5,0.28875
2010-03-30,0.9197,0.9803,0.9376,1.3414,1.5069,0.010778,0.7102,0.138537,0.910285,0.9804299999999999,0.9367759999999999,1.341465,1.5060959999999999,0.010296,0.705872,0.13736299999999999,0.045250000000000005,0.53214,0.24667,0.635,0.64719,0.24188,0.02685,0.505,0.29013
2010-03-31,0.9172,0.9848,0.9488,1.351,1.5184,0.0107,0.7106,0.139818,0.907794,0.984936,0.947997,1.351061,1.517575,0.010206,0.706246,0.138494,0.044932999999999994,0.53929,0.24667,0.635,0.64719,0.24125,0.02675,0.508,0.29088
2010-04-01,0.9211,0.9915,0.9487,1.3589,1.5292,0.010658,0.7082,0.139233,0.91171,0.991634,0.94787,1.358954,1.528379,0.010136000000000001,0.7037990000000001,0.137844,0.044183,0.54714,0.24667,0.634,0.64719,0.24188,0.02675,0.505,0.2915
2010-04-06,0.9284,0.9984,0.9355,1.3399,1.5267,0.010662,0.7067,0.137792,0.918861,0.998559,0.93461,1.3399500000000002,1.525885,0.010103,0.702335,0.136293,0.044683,0.55429,0.24667,0.635,0.64719,0.24125,0.02705,0.505,0.2915
2010-04-07,0.9268,0.9938,0.9312,1.3344,1.5241,0.010714,0.707,0.138289,0.9172849999999999,0.993885,0.930215,1.334456,1.523335,0.010138999999999999,0.702656,0.136765,0.0454,0.55714,0.24667,0.638,0.64844,0.23938,0.02705,0.503,0.29488
2010-04-08,0.9288,0.9979,0.9321,1.3361,1.528,0.01071,0.7072,0.138913,0.9192549999999999,0.99799,0.931085,1.3361800000000001,1.527264,0.010103000000000001,0.702825,0.137435,0.045217,0.55786,0.24833,0.639,0.64844,0.23813,0.02675,0.503,0.29525
2010-04-09,0.9332,0.9974,0.9384,1.35,1.537,0.010732,0.7162,0.139254,0.923625,0.99751,0.937416,1.350108,1.53626,0.010110000000000001,0.7117899999999999,0.13777999999999999,0.045367,0.55929,0.24917,0.64,0.64844,0.23813,0.02685,0.503,0.294
2010-04-12,0.9275,0.9975,0.9441,1.3592,1.5368,0.010725,0.7122,0.139929,0.91797,0.99763,0.9430900000000001,1.359292,1.536036,0.010111,0.707824,0.138505,0.045700000000000005,0.56071,0.24667,0.641,0.64844,0.23813,0.02685,0.508,0.29781
2010-04-13,0.9291,0.9989,0.9491,1.3614,1.5381,0.01073,0.7137,0.140515,0.919567,0.999083,0.9480700000000001,1.361513,1.53735,0.010121999999999999,0.70929,0.139161,0.045983,0.56286,0.24417,0.642,0.64969,0.24,0.02675,0.503,0.30041
2010-04-14,0.9351,1.0014,0.9507,1.3653,1.5466,0.010726,0.7146,0.139998,0.925485,1.001575,0.949651,1.365454,1.545911,0.010067,0.710176,0.13828300000000002,0.045899999999999996,0.565,0.2425,0.644,0.64969,0.24,0.0269,0.503,0.30281
2010-04-15,0.9345,0.998,0.9466,1.3573,1.5496,0.010749,0.7119,0.139363,0.92487,0.998163,0.945556,1.3574739999999998,1.548936,0.010083,0.7075049999999999,0.13768,0.046033,0.57071,0.2425,0.644,0.64969,0.23875,0.027000000000000003,0.51,0.30375
2010-04-16,0.9243,0.9873,0.9424,1.3503,1.5363,0.010852,0.7085,0.139375,0.914759,0.9874569999999999,0.941385,1.350476,1.53561,0.010212,0.704114,0.137852,0.044833,0.57357,0.24333,0.644,0.65094,0.2375,0.026949999999999998,0.515,0.30438
2010-04-19,0.9239,0.9858,0.9406,1.3489,1.5338,0.010822,0.7112,0.139824,0.9143570000000001,0.9859,0.939581,1.349077,1.53312,0.010154,0.7067960000000001,0.13833800000000002,0.0446,0.57429,0.24333,0.644,0.65219,0.2375,0.0269,0.52,0.30531
2010-04-20,0.9318,1.0016,0.9359,1.3435,1.5359,0.010727,0.7117,0.139197,0.922137,1.001772,0.934898,1.343646,1.535229,0.010042,0.707324,0.137754,0.04475,0.57429,0.2425,0.643,0.65281,0.23688,0.02675,0.528,0.30531
2010-04-21,0.9268,1.0002,0.9341,1.339,1.5411,0.010732,0.7098,0.138208,0.9171389999999999,1.000515,0.933025,1.339159,1.540412,0.010038,0.70545,0.136556,0.044983,0.68571,0.2425,0.642,0.65469,0.23688,0.026949999999999998,0.53,0.30719
2010-04-22,0.9275,0.9997,0.9276,1.3295,1.5378,0.010697,0.7109,0.139522,0.91783,1.000003,0.92654,1.3296549999999998,1.5371240000000002,0.010008,0.706545,0.137862,0.04485,0.69786,0.2425,0.642,0.65688,0.23688,0.02705,0.533,0.31281
2010-04-23,0.9278,1.0008,0.9318,1.3384,1.5377,0.010642,0.7173,0.13984,0.9181929999999999,1.0010299999999999,0.9307209999999999,1.3385690000000001,1.5370350000000002,0.009942000000000001,0.7129150000000001,0.138101,0.045316999999999996,0.69786,0.2425,0.644,0.66125,0.23688,0.026949999999999998,0.538,0.31578
2010-04-27,0.9155,0.9827,0.9192,1.3175,1.5265,0.010722,0.7113,0.137217,0.906045,0.982903,0.9179660000000001,1.317677,1.52588,0.009965,0.7069500000000001,0.135417,0.045433,0.69429,0.2425,0.645,0.66375,0.23688,0.02675,0.54,0.32063
2010-04-28,0.9253,0.9904,0.9221,1.3221,1.5209,0.010635,0.7209,0.137934,0.915728,0.9905799999999999,0.920802,1.322459,1.5203799999999998,0.009708,0.71646,0.13517200000000001,0.045917000000000006,0.69714,0.2425,0.645,0.66375,0.23813,0.02675,0.54,0.32375
2010-04-29,0.9277,0.9948,0.9226,1.3233,1.532,0.010634,0.7237,0.137889,0.91791,0.994976,0.921325,1.3235249999999998,1.531465,0.009777999999999998,0.719238,0.135691,0.0464,0.69857,0.2425,0.646,0.66375,0.23875,0.026949999999999998,0.545,0.32781
2010-04-30,0.9243,0.9826,0.9281,1.3294,1.5274,0.010654,0.727,0.137335,0.91448,0.982805,0.926821,1.3296949999999998,1.5268300000000001,0.009761,0.7224849999999999,0.13528500000000002,0.0463,0.69857,0.24583,0.654,0.6725,0.24,0.02705,0.55,0.33781
2010-05-03,0.9261,0.9894,0.9211,1.3195,1.5248,0.010578,0.7308,0.134979,0.9162140000000001,0.98961,0.9197080000000001,1.319747,1.524235,0.009708000000000001,0.726217,0.133629,0.046317000000000004,0.69857,0.24583,0.659,0.67625,0.24,0.02725,0.55,0.34438
2010-05-04,0.9089,0.9759,0.9068,1.2987,1.5143,0.010578,0.7202,0.131834,0.899192,0.976029,0.9053000000000001,1.299065,1.513825,0.009632,0.7156819999999999,0.129628,0.046799999999999994,0.69929,0.24583,0.663,0.67719,0.24,0.02725,0.57,0.34656
2010-05-05,0.9062,0.9702,0.8944,1.2814,1.5102,0.010659,0.7172,0.128678,0.896373,0.9702719999999999,0.892309,1.281811,1.50984,0.00957,0.712695,0.125237,0.047267,0.70286,0.24417,0.665,0.67844,0.24,0.02725,0.57,0.35313
2010-05-06,0.8851,0.95,0.8977,1.262,1.4833,0.011044,0.7106,0.130767,0.875775,0.9497,0.894263,1.263055,1.4832400000000001,0.00969,0.706125,0.12439199999999999,0.048233,0.70286,0.24083,0.668,0.68,0.24,0.02765,0.57,0.36016
2010-05-07,0.888,0.9579,0.9025,1.2755,1.4804,0.010919,0.7144,0.132838,0.87875,0.957665,0.899515,1.276405,1.480376,0.0095,0.71006,0.12477500000000001,0.048917,0.69857,0.235,0.672,0.68156,0.24125,0.02765,0.57,0.37359
2010-05-10,0.9028,0.9774,0.901,1.2787,1.4847,0.010719,0.7227,0.131396,0.893109,0.977538,0.8988280000000001,1.279143,1.484265,0.009821,0.71811,0.12764,0.048499999999999995,0.69857,0.23417,0.677,0.69656,0.24438,0.02765,0.58,0.42813
2010-05-11,0.8952,0.9784,0.8995,1.2662,1.4956,0.010793,0.7164,0.132234,0.885599,0.978658,0.897141,1.266874,1.495231,0.009802,0.7118650000000001,0.128129,0.048083,0.69929,0.2325,0.682,0.6975,0.24438,0.0287,0.58,0.42125
2010-05-12,0.8936,0.981,0.8997,1.2614,1.4824,0.010727,0.7132,0.131037,0.883813,0.9813109999999999,0.897942,1.2619980000000002,1.482016,0.009757,0.7086049999999999,0.12742699999999998,0.048833,0.72,0.22917,0.682,0.70125,0.24438,0.029249999999999998,0.585,0.42281
2010-05-13,0.8961,0.9804,0.8948,1.2535,1.4613,0.010782,0.7149,0.12911,0.886442,0.9807100000000001,0.892911,1.254172,1.460954,0.009825,0.710345,0.124351,0.048767,0.72357,0.22417,0.682,0.69875,0.24375,0.0292,0.585,0.43019
2010-05-14,0.8859,0.9656,0.8822,1.2358,1.4536,0.010813,0.7072,0.129647,0.876457,0.965878,0.87979,1.236586,1.453405,0.009751,0.702697,0.12394700000000002,0.04875,0.72857,0.21833,0.682,0.6975,0.245,0.02915,0.6,0.43588
2010-05-17,0.8774,0.9685,0.884,1.2395,1.4475,0.0108,0.6969,0.127366,0.868145,0.968775,0.881893,1.2403140000000001,1.447375,0.009711000000000001,0.692539,0.12141700000000001,0.048499999999999995,0.73,0.21667,0.683,0.6975,0.24563,0.029249999999999998,0.6,0.44506
2010-05-18,0.8645,0.9622,0.8713,1.2202,1.4334,0.010842,0.6941,0.128331,0.8553700000000001,0.962485,0.8691399999999999,1.22091,1.433245,0.009791,0.6897500000000001,0.122991,0.04835,0.725,0.215,0.684,0.69625,0.24563,0.029249999999999998,0.603,0.46
2010-05-19,0.8472,0.958,0.8691,1.2415,1.4444,0.010906,0.6778,0.125837,0.83809,0.95827,0.8664149999999999,1.2423300000000002,1.44433,0.009771,0.67352,0.11973700000000001,0.048049999999999995,0.72714,0.215,0.685,0.69625,0.245,0.029249999999999998,0.61,0.46469
2010-05-20,0.8172,0.9344,0.8691,1.2487,1.4366,0.01115,0.6661,0.127881,0.8085610000000001,0.934662,0.865524,1.249588,1.43662,0.009961000000000001,0.66193,0.121762,0.04708300000000001,0.72714,0.21167,0.688,0.69594,0.24563,0.02915,0.618,0.4775
2010-05-21,0.8318,0.944,0.8698,1.257,1.446,0.011104,0.6786,0.126871,0.8228759999999999,0.944201,0.8660950000000001,1.2580079999999998,1.4461119999999998,0.009647,0.674345,0.12011500000000001,0.0467,0.72214,0.19667,0.69,0.69563,0.245,0.02915,0.618,0.48406
2010-05-24,0.8265,0.9411,0.8624,1.2372,1.4425,0.011075,0.669,0.125911,0.8175790000000001,0.94127,0.858573,1.238417,1.442813,0.009565,0.66483,0.117657,0.0475,0.71286,0.16667,0.692,0.7,0.245,0.029249999999999998,0.625,0.49688
2010-05-25,0.8278,0.9367,0.8642,1.2345,1.4409,0.011082,0.6702,0.124735,0.8193699999999999,0.9366829999999999,0.8595389999999999,1.236125,1.441535,0.009176,0.66608,0.112855,0.048533,0.71143,0.15,0.695,0.70188,0.24563,0.02915,0.628,0.50969
2010-05-26,0.8215,0.9337,0.8616,1.2178,1.4387,0.011122,0.6629,0.127042,0.812655,0.933831,0.857761,1.219319,1.4392880000000001,0.009455999999999999,0.658757,0.11617299999999998,0.048383,0.70286,0.11833,0.697,0.70813,0.24563,0.02895,0.63,0.53625
